ID,Brand,Model,Type,Connectivity,Driver Type,Freq Low (Hz),Freq High (Hz),Impedance (Ω),Sensitivity (dB),THD (%),Cable Length (m),Weight (g),Microphone,Noise Cancellation,Foldable,Battery (hrs),BT Version,Codecs,Charging Port,Water Rating,Color,Price (USD),Release Year,Warranty (yrs),Avg Rating,Review Count,Primary Use,Form Factor,Open/Closed
2228,AKG,Pods 2,Wireless,Bluetooth,Dynamic,20,22000,18,105.4,0.004,,8.5,True,False,False,17.4,4.2,"aptX HD,aptX,AAC,SBC",USB-C,IPX2,Graphite,230,2020,2,4.4,2122,Sport/Fitness,In-Ear,Closed
2229,Jabra,Air 200,Wireless,Bluetooth,Planar,18,20000,16,97.1,0.0186,,137,True,False,True,54.9,Multipoint 5.3,SBC,USB-C,IPX4,Titanium,120,2023,1,4.5,2379,Hi-Fi/Reference,On-Ear,Closed
2230,Moondrop,EW245,Wired,3.5mm,Dynamic,10,20000,12,114.3,0.0042,1.5,8.1,False,False,False,,,,,None,Cosmic Black,100,2016,2,3.5,899,Work/Office,In-Ear,Closed
2231,Bowers & Wilkins,Dots 1000,Wireless,Bluetooth,Balanced Armature,10,22000,32,104.2,0.0056,,7.3,True,False,False,11.2,5.0,"aptX HD,aptX,AAC,SBC",USB-C,IPX7,Forest Green,170,2023,2,4.1,5417,Budget/Everyday,In-Ear,Closed
2232,Sennheiser,Series 700,Wireless,Bluetooth,Balanced Armature,15,24000,16,110.9,0.0061,,7,True,True,False,7.7,Multipoint 5.3,"LHDC,AAC,SBC",Lightning,IP54,Red,260,2021,2,4.2,8178,Work/Office,In-Ear,Closed
2233,Samsung,Wings 900,Wireless,Bluetooth,Balanced Armature,20,24000,16,101.5,0.0051,,8.9,True,True,False,41.2,5.3,"AAC,SBC",USB-C,None,Brown,190,2023,1,4.5,929,Gaming,In-Ear,Closed
2234,Beyerdynamic,LCD 700 Limited,Wired,3.5mm,Dynamic,10,35000,60,94.3,0.0069,2.5,382,True,False,True,,,,,None,Titanium,170,2016,2,3.6,666,Sport/Fitness,Over-Ear,Open
2235,Etymotic,SR 1000,Wired,3.5mm,Dynamic,12,50000,47,99,0.0056,1.2,276,True,False,False,,,,,None,Rose Gold,270,2017,2,4.5,3268,Gaming,Over-Ear,Closed
2236,Nothing,Vibe 3,Wireless,Bluetooth,Electrostatic,12,40000,47,94.5,0.0053,,351,True,False,True,46.4,5.3,"LDAC,AAC,SBC",USB-C,IP57,Navy,110,2019,1,4.3,1878,Sport/Fitness,Over-Ear,Open
2237,Apple,Tune 3,Wireless,Bluetooth,Electrostatic,18,22000,40,97.3,0.0116,,162,True,True,True,17.6,5.1,"AAC,SBC",USB-C,IPX8,Midnight Blue,150,2024,1,4.6,1156,Work/Office,On-Ear,Closed
2238,Tribit,Go X,Wireless,Bluetooth,Balanced Armature,18,22000,32,107.1,0.011,,12,True,True,True,30.4,5.3,"AAC,SBC",USB-C,IPX4,Cosmic Black,270,2022,1,4.3,372,Music/Audiophile,In-Ear,Closed
2239,Shokz,Series 2,Wireless,Bluetooth,Hybrid,18,24000,22,105.5,0.0137,,11.4,True,False,False,20.1,5.0,SBC,USB-C,IPX8,Pearl White,110,2021,1,4.3,2781,Bass/Casual,In-Ear,Closed
2240,Campfire Audio,T820,Wired,3.5mm,Hybrid,8,40000,32,98.6,0.0098,1,21.7,False,False,False,,,,,IPX2,Navy,120,2021,2,4.2,5801,Hi-Fi/Reference,In-Ear,Closed
2241,Panasonic,Freedom 3,Wireless,Bluetooth,Dynamic,18,24000,32,102.9,0.0042,,9.8,True,False,False,17.4,5.3,"LDAC,AAC,SBC",USB-C,None,Cream,110,2024,1,4.9,1349,Hi-Fi/Reference,In-Ear,Closed
2242,Master & Dynamic,Active 500,Wireless,Bluetooth,Dynamic,6,25000,64,98,0.0085,,304,True,False,False,30.8,5.3,"aptX HD,aptX,AAC,SBC",USB-C,IPX7,Navy,160,2019,2,3.6,7980,Gaming,Over-Ear,Open
2243,Baseus,Apex X,Wireless,Bluetooth,Dynamic,12,20000,40,100,0.0111,,129,True,True,True,27.9,5.3,"aptX HD,aptX,AAC,SBC",USB-C,None,Black,360,2022,1,4.6,631,Music/Casual,On-Ear,Closed
2244,Letshuoer,LCD 990 Studio,Wired,3.5mm,Electrostatic,8,25000,150,91.1,0.0031,1.5,485,True,False,False,,,,,None,Gunmetal,540,2017,2,4.2,182,Budget/Everyday,Over-Ear,Closed
2245,Focal,RHA181,Wired,3.5mm,Hybrid,15,20000,12,113,0.0014,1.2,25.3,True,False,False,,,,,None,Champagne,140,2016,1,4.5,3685,Bass/Casual,In-Ear,Closed
2246,Edifier,Plus 4,Wireless,Bluetooth,Dynamic,10,24000,18,103.3,0.009,,5.4,True,True,False,27.9,5.0,SBC,USB-C,IPX2,Navy,130,2024,2,3.7,7633,Gaming,In-Ear,Closed
2247,Turtle Beach,Active,Wireless,Bluetooth,Dynamic,8,40000,24,100.2,0.0097,,229,True,True,True,48.7,5.3,"LDAC,AAC,SBC",USB-C,IPX7,Pearl White,520,2022,1,4.6,370,Gaming,Over-Ear,Closed
2248,Grado,SE77,Wired,3.5mm,Planar,20,50000,32,93.6,0.0027,1.2,18.3,False,False,False,,,,,None,Forest Green,270,2019,1,4.1,1242,Sport/Fitness,In-Ear,Closed
2249,Monolith,N591,Wired,3.5mm,Dynamic,5,22000,8,107.9,0.0028,1.5,20.3,True,False,False,,,,,None,Silver,60,2016,2,4.6,1251,Hi-Fi/Reference,In-Ear,Closed
2250,Sennheiser,True 100,Wireless,Bluetooth,Hybrid,18,40000,22,103.6,0.0072,,11.5,True,True,False,28.4,5.0,SBC,USB-C,None,Cosmic Black,280,2023,2,4.6,328,Work/Office,In-Ear,Closed
2251,JBL,Pro 900,Wireless,Bluetooth,Dynamic,4,30000,32,103.5,0.014,,226,True,True,False,27.6,5.0,"aptX HD,aptX,AAC,SBC",Lightning,None,Pearl White,430,2019,1,4.4,7134,Music/Audiophile,Over-Ear,Closed
2252,Skullcandy,Plus 700,Wireless,Bluetooth,Dynamic,6,30000,24,106.3,0.0092,,238,True,True,True,41.3,Multipoint 5.3,"aptX,AAC,SBC",Micro-USB,IP55,Carbon,180,2019,2,4.1,3530,Hi-Fi/Reference,Over-Ear,Open
2253,KZ,MDR 250X,Wired,3.5mm,Dynamic,5,22000,47,94.7,0.0143,2,348,True,False,False,,,,,None,Space Gray,150,2021,1,3.5,1292,Music/Audiophile,Over-Ear,Closed
2254,Samsung,Pro 4,Wireless,Bluetooth,Dynamic,15,20000,22,109.2,0.01,,4.4,True,True,True,46.4,Multipoint 5.3,"aptX,AAC,SBC",USB-C,IPX4,Champagne,260,2022,2,3.7,2388,Commuting/Travel,In-Ear,Closed
2255,Sivga,T308,Wired,3.5mm,Planar,15,30000,16,94.6,0.0027,1.2,15.1,False,False,False,,,,,IPX2,Brown,270,2024,2,4.2,2233,Sport/Fitness,In-Ear,Closed
2256,Bose,Max 4,Wireless,Bluetooth,Planar,12,20000,16,100.1,0.0059,,216,True,True,False,49.8,5.2,"LHDC,AAC,SBC",Lightning,IPX4,Space Gray,170,2020,1,3.9,648,Work/Office,On-Ear,Closed
2257,Master & Dynamic,X 5,Wireless,Bluetooth,Electrostatic,8,35000,47,104,0.0066,,226,True,True,True,45.7,5.0,"AAC,SBC",USB-C,None,Sand,230,2019,1,4.2,608,Work/Office,Over-Ear,Closed
2258,Westone,RHA232,Wired,3.5mm,Dynamic,15,30000,120,94,0.0089,1.2,27.8,False,False,False,,,,,IPX4,Brown,220,2020,2,4.7,1122,Studio/Pro,In-Ear,Closed
2259,Sensaphonics,RE781,Wired,3.5mm,Dynamic,20,30000,16,116.4,0.0057,1.5,9.6,False,False,False,,,,,None,Forest Green,130,2024,2,4.4,813,Music/Audiophile,In-Ear,Closed
2260,HIFIMAN,Buds 900,Wireless,Bluetooth,Balanced Armature,20,40000,16,101,0.0097,,8.9,True,True,False,23.5,5.3,SBC,USB-C,IP57,Cosmic Black,210,2018,2,4.3,438,Music/Audiophile,In-Ear,Closed
2261,Simgot,IE667,Wired,3.5mm,Dynamic,20,30000,16,91.7,0.0014,1.5,25.2,False,False,False,,,,,IPX4,Rose Gold,130,2017,1,4.5,800,Work/Office,In-Ear,Closed
2262,Tribit,Series X,Wireless,Bluetooth,Balanced Armature,15,22000,18,106,0.0043,,11.5,True,False,False,32.7,5.1,"aptX HD,aptX,AAC,SBC",USB-C,IPX7,Black,110,2023,2,4.8,348,Hi-Fi/Reference,In-Ear,Closed
2263,Microsoft,Ultra 3,Wireless,Bluetooth,Dynamic,6,20000,50,94.8,0.0141,,351,True,False,False,23.2,5.2,"LHDC,AAC,SBC",USB-C,None,Pearl White,190,2021,1,3.8,13350,Commuting/Travel,Over-Ear,Open
2264,Letshuoer,T972,Wired,3.5mm,Balanced Armature,10,30000,25,100.1,0.0027,1.5,7.5,True,False,False,,,,,None,Indigo,470,2017,1,3.3,10553,Work/Office,In-Ear,Closed
2265,Westone,DT 300 Open,Wired,3.5mm,Dynamic,8,35000,47,101.7,0.0129,2.5,442,True,False,False,,,,,None,Titanium,200,2020,1,4.4,311,Studio/Pro,Over-Ear,Closed
2266,Westone,DT 990 Monitor,Wired,3.5mm,Planar,12,30000,150,102,0.0087,2,387,False,False,False,,,,,None,Pearl White,350,2016,1,4.2,649,Hi-Fi/Reference,Over-Ear,Open
2267,Microsoft,Rhythm,Wireless,Bluetooth,Dynamic,18,25000,50,96,0.0155,,201,True,False,True,32.3,5.0,"LDAC,AAC,SBC",USB-C,IP54,Pearl White,110,2024,2,4,1017,Budget/Everyday,Over-Ear,Closed
2268,Beyerdynamic,Plus 300,Wireless,Bluetooth,Hybrid,18,22000,22,106.8,0.0085,,11.8,True,True,False,24.8,5.1,"AAC,SBC",USB-C,IP55,Navy,270,2022,2,4.3,636,Gaming,In-Ear,Closed
2269,Plantronics,Wings Max,Wireless,Bluetooth,Dynamic,10,22000,32,110.6,0.0071,,11.1,True,True,False,31.8,5.0,"AAC,SBC",Lightning,IPX4,Graphite,150,2023,2,4,2465,Commuting/Travel,In-Ear,Closed
2270,HiFiMAN,MDR 800 Open,Wired,3.5mm,Planar,5,50000,400,98.6,0.0047,2,331,False,False,False,,,,,None,Champagne,860,2019,2,3.7,174,Bass/Casual,Over-Ear,Closed
2271,Philips,HD 5,Wireless,Bluetooth,Planar,18,35000,50,106.3,0.0175,,221,True,True,True,35.9,5.3,"LHDC,AAC,SBC",Lightning,None,Gunmetal,300,2019,1,4.5,972,Budget/Everyday,Over-Ear,Open
2272,Nothing,Sport 700,Wireless,Bluetooth,Planar,18,20000,16,104.8,0.0078,,171,True,False,True,46.8,5.3,"AAC,SBC",USB-C,IP54,Titanium,60,2018,2,4.2,3897,Work/Office,On-Ear,Closed
2273,Beyerdynamic,SRH 800 Open,Wired,3.5mm,Dynamic,20,22000,32,104.3,0.0114,1.5,179,False,False,False,,,,,None,Silver,50,2022,2,3.8,2345,Sport/Fitness,On-Ear,Open
2274,1MORE,SRH 80X,Wired,3.5mm,Dynamic,18,20000,120,95.6,0.0095,1.5,122,True,False,False,,,,,None,Red,80,2021,1,4.3,2711,Commuting/Travel,On-Ear,Closed
2275,Mpow,Vibe Pro,Wireless,Bluetooth,Electrostatic,10,25000,16,98.4,0.0113,,304,True,False,True,28.6,5.3,SBC,Micro-USB,IPX2,Navy,180,2021,2,4.6,1848,Hi-Fi/Reference,Over-Ear,Closed
2276,Moondrop,SR 150 Monitor,Wired,3.5mm,Planar,5,40000,32,99.3,0.0049,1.2,446,False,False,False,,,,,None,Indigo,330,2024,2,4.6,3018,Bass/Casual,Over-Ear,Open
2277,Beyerdynamic,LCD 80,Wired,3.5mm,Dynamic,15,40000,60,97.1,0.0098,1.2,377,False,False,True,,,,,None,Midnight Blue,290,2023,1,4.1,2953,Work/Office,Over-Ear,Open
2278,Fiio,HD 700,Wired,3.5mm,Dynamic,8,50000,600,99.6,0.0061,1.2,496,False,False,False,,,,,None,Matte Black,130,2023,2,3.6,469,Hi-Fi/Reference,Over-Ear,Closed
2279,Dan Clark Audio,T589,Wired,3.5mm,Planar,14,20000,120,93.2,0.0077,1.2,15.4,False,False,False,,,,,None,Dark Green,460,2020,1,4.9,178,Work/Office,In-Ear,Closed
2280,Anker Soundcore,Fit 3,Wireless,Bluetooth,Planar,10,24000,16,106.1,0.0031,,7.5,True,True,False,31.5,Multipoint 5.3,"AAC,SBC",USB-C,IP54,Navy,280,2021,1,4.5,3874,Sport/Fitness,In-Ear,Closed
2281,Turtle Beach,Nano 100,Wireless,Bluetooth,Dynamic,20,35000,47,99.6,0.0136,,214,True,True,False,41.6,5.0,"aptX,AAC,SBC",Lightning,IP57,Forest Green,330,2023,2,4.8,3154,Music/Audiophile,Over-Ear,Closed
2282,Edifier,Plus 900,Wireless,Bluetooth,Dynamic,8,25000,24,99.5,0.0151,,342,True,False,True,40.5,Multipoint 5.3,"AAC,SBC",USB-C,IP55,Space Gray,100,2021,1,4.6,1946,Budget/Everyday,Over-Ear,Closed
2283,Beats,Flow 3,Wireless,Bluetooth,Hybrid,20,24000,32,101.4,0.0075,,8.9,True,True,False,23.6,5.2,"aptX,AAC,SBC",Micro-USB,None,Matte Black,320,2022,1,4.4,1473,Music/Casual,In-Ear,Closed
2284,Grado,Dots 2,Wireless,Bluetooth,Balanced Armature,15,22000,16,102.7,0.0077,,4.6,True,True,False,21.4,5.0,"aptX,AAC,SBC",Lightning,IP55,Brown,190,2022,2,4.2,1424,Budget/Everyday,In-Ear,Closed
2285,Moondrop,SE898,Wired,3.5mm,Balanced Armature,15,22000,100,110.6,0.0011,1,15.4,False,False,False,,,,,None,Carbon,270,2023,1,4.6,179,Music/Audiophile,In-Ear,Closed
2286,Tin HiFi,SRH 250 Limited,Wired,3.5mm,Dynamic,15,25000,250,93.5,0.0112,1.2,273,False,False,False,,,,,None,Carbon,340,2018,1,3.9,203,Hi-Fi/Reference,Over-Ear,Open
2287,Technics,Vibe 4,Wireless,Bluetooth,Dynamic,4,20000,24,97.2,0.0087,,281,True,False,False,33.3,5.3,"AAC,SBC",Lightning,IPX2,Graphite,190,2023,2,4.5,6873,Gaming,Over-Ear,Closed
2288,Unique Melody,ATH 700Pro,Wired,3.5mm,Dynamic,5,35000,32,103.4,0.0062,2.5,509,True,False,True,,,,,None,Navy,340,2016,3,3.5,2490,Sport/Fitness,Over-Ear,Closed
2289,Koss,IE628,Wired,3.5mm,Balanced Armature,15,40000,25,107.4,0.0059,1,22.8,False,False,False,,,,,None,Titanium,260,2024,1,4.4,1733,Bass/Casual,In-Ear,Closed
2290,TOZO,Vibe 2,Wireless,Bluetooth,Dynamic,18,40000,47,95.1,0.0079,,266,True,False,False,66.8,5.2,"aptX HD,aptX,AAC,SBC",USB-C,None,Sand,210,2021,1,4.3,5175,Hi-Fi/Reference,Over-Ear,Closed
2291,64 Audio,SE178,Wired,3.5mm,Balanced Armature,15,30000,120,117.7,0.0029,1.5,8.4,True,False,False,,,,,IPX4,Cosmic Black,480,2017,1,4.5,845,Budget/Everyday,In-Ear,Closed
2292,Beyerdynamic,Active X,Wireless,Bluetooth,Dynamic,18,24000,22,101.8,0.006,,6.3,True,True,False,23.8,5.0,SBC,Lightning,IP57,Champagne,130,2020,2,4.3,1129,Commuting/Travel,In-Ear,Closed
2293,Shokz,Drift 5,Wireless,Bluetooth,Balanced Armature,15,40000,18,111.1,0.0059,,6.5,True,True,False,25.6,5.0,"LDAC,AAC,SBC",USB-C,None,Sand,430,2018,1,4.1,1140,Studio/Pro,In-Ear,Closed
2294,Grado,Sport 1000,Wireless,Bluetooth,Balanced Armature,20,20000,32,111.1,0.0106,,7.5,True,False,True,14.2,5.3,"AAC,SBC",USB-C,IP54,Indigo,180,2019,2,3.9,5359,Gaming,In-Ear,Closed
2295,Koss,E981,Wired,3.5mm,Dynamic,5,20000,120,110.4,0.0024,1.5,19.6,False,False,False,,,,,IPX2,Silver,130,2019,1,3.7,800,Music/Audiophile,In-Ear,Closed
2296,Shokz,Prestige 100,Wireless,Bluetooth,Dynamic,12,20000,48,98.2,0.0139,,333,True,True,False,66.5,5.2,"LHDC,AAC,SBC",USB-C,IPX7,Black,320,2023,1,3.6,138,Work/Office,Over-Ear,Open
2297,Beyerdynamic,Wings 3,Wireless,Bluetooth,Dynamic,18,20000,18,102.8,0.0053,,8.4,True,False,False,17.4,5.0,"AAC,SBC",USB-C,IP57,Forest Green,150,2018,1,3.8,177,Commuting/Travel,In-Ear,Closed
2298,Nothing,Series 300,Wireless,Bluetooth,Balanced Armature,18,40000,16,110.7,0.0143,,11,True,True,False,10.9,5.0,"aptX HD,aptX,AAC,SBC",USB-C,IPX8,Silver,360,2022,1,4.6,824,Studio/Pro,In-Ear,Closed
2299,V-MODA,Ultra 4,Wireless,Bluetooth,Dynamic,18,40000,32,103.1,0.0136,,330,True,False,False,40.6,5.0,"aptX,AAC,SBC",USB-C,IPX8,Brown,90,2019,1,4.6,15899,Gaming,Over-Ear,Closed
2300,Anker Soundcore,Tune 5,Wireless,Bluetooth,Dynamic,20,40000,16,104.3,0.0131,,307,True,False,True,16.9,5.2,"LDAC,AAC,SBC",Lightning,None,Red,250,2022,1,4.5,4972,Studio/Pro,Over-Ear,Closed
2301,Panasonic,One,Wireless,Bluetooth,Dynamic,6,22000,16,102.9,0.0033,,234,True,True,False,35.1,5.2,SBC,USB-C,IPX8,White,370,2023,1,4.5,3036,Sport/Fitness,Over-Ear,Open
2302,Plantronics,Rhythm,Wireless,Bluetooth,Electrostatic,6,20000,16,104.2,0.0037,,282,True,True,True,29.4,5.2,"aptX HD,aptX,AAC,SBC",USB-C,IP54,Midnight Blue,150,2022,1,4.6,35959,Music/Casual,Over-Ear,Closed
2303,Audio-Technica,DCA 900X,Wired,3.5mm,Dynamic,8,40000,600,97.7,0.0043,2,326,False,False,False,,,,,None,Navy,310,2019,3,4.6,555,Hi-Fi/Reference,Over-Ear,Closed
2304,iBasso,RHA112,Wired,3.5mm,Balanced Armature,5,20000,8,93.8,0.0062,1.2,24.3,True,False,False,,,,,None,Forest Green,160,2021,3,3.5,694,Bass/Casual,In-Ear,Closed
2305,Westone,LCD 900 Open,Wired,3.5mm,Planar,12,50000,32,102.7,0.0041,2.5,309,False,False,False,,,,,None,Dark Green,800,2017,2,4.4,404,Work/Office,Over-Ear,Closed
2306,Westone,N962,Wired,3.5mm,Balanced Armature,20,22000,16,90.2,0.0043,1,24.2,False,False,False,,,,,IPX4,Gunmetal,150,2021,2,4.1,6448,Commuting/Travel,In-Ear,Closed
2307,Turtle Beach,Active 200,Wireless,Bluetooth,Electrostatic,10,22000,24,103.4,0.0184,,237,True,False,False,41,5.0,"aptX HD,aptX,AAC,SBC",Lightning,IP55,Sand,200,2020,1,4.1,34185,Sport/Fitness,Over-Ear,Closed
2308,1MORE,Pro 2,Wireless,Bluetooth,Electrostatic,10,35000,32,104.4,0.0191,,242,True,True,False,42,5.2,"LDAC,AAC,SBC",USB-C,IP54,Champagne,370,2018,1,4.8,3071,Gaming,Over-Ear,Closed
2309,HyperX,Active 300,Wireless,Bluetooth,Dynamic,20,22000,40,101.2,0.0178,,123,True,False,False,64.6,5.0,"AAC,SBC",USB-C,IPX8,Silver,140,2019,1,3.9,1240,Hi-Fi/Reference,On-Ear,Open
2310,Beyerdynamic,Veritas 500,Wireless,Bluetooth,Dynamic,20,22000,64,96.2,0.0052,,211,True,False,False,42.2,5.0,SBC,USB-C,None,Champagne,120,2022,1,4.7,1547,Hi-Fi/Reference,Over-Ear,Closed
2311,Nothing,Go 300,Wireless,Bluetooth,Electrostatic,5,35000,32,103.1,0.0153,,331,True,True,False,28.5,Multipoint 5.3,"LDAC,aptX,AAC,SBC",USB-C,None,Cosmic Black,260,2024,1,4.4,1910,Budget/Everyday,Over-Ear,Closed
2312,64 Audio,E610,Wired,3.5mm,Dynamic,5,50000,12,110.2,0.0084,1,11.8,True,False,False,,,,,IPX2,Graphite,80,2016,2,3.6,374,Studio/Pro,In-Ear,Closed
2313,Koss,X 2,Wireless,Bluetooth,Dynamic,20,20000,32,95.6,0.0179,,264,True,True,False,34,Multipoint 5.3,"AAC,SBC",USB-C,IPX4,Dark Green,170,2021,1,4.3,1001,Studio/Pro,Over-Ear,Open
2314,Monolith,ATH 600 Limited,Wired,3.5mm,Dynamic,15,20000,120,102.1,0.0188,1.5,108,True,False,False,,,,,None,Forest Green,90,2023,2,4.1,13071,Gaming,On-Ear,Closed
2315,Microsoft,X 2,Wireless,Bluetooth,Dynamic,6,20000,32,99.5,0.0039,,211,True,False,True,58.1,5.0,"aptX,AAC,SBC",USB-C,IP55,Midnight Blue,160,2024,1,4.2,119,Music/Casual,Over-Ear,Closed
2316,Samsung,Air 1000,Wireless,Bluetooth,Electrostatic,8,30000,47,100.9,0.0085,,226,True,False,False,40.4,5.2,"LHDC,AAC,SBC",Micro-USB,IPX4,Gunmetal,150,2021,1,4.1,4776,Commuting/Travel,Over-Ear,Open
2317,Shure,N218,Wired,3.5mm,Hybrid,14,50000,18,100.2,0.0066,1.2,25,False,False,False,,,,,IPX4,Forest Green,200,2018,1,4,2088,Budget/Everyday,In-Ear,Closed
2318,iBasso,N857,Wired,3.5mm,Planar,5,20000,18,102.1,0.0062,1.2,13.9,False,False,False,,,,,IPX4,Graphite,200,2019,1,4.5,577,Gaming,In-Ear,Closed
2319,Campfire Audio,EW508,Wired,3.5mm,Dynamic,10,22000,18,117.3,0.005,1.2,18.5,False,False,False,,,,,None,Forest Green,70,2023,3,4.2,802,Studio/Pro,In-Ear,Closed
2320,Samsung,Core 1000,Wireless,Bluetooth,Balanced Armature,10,40000,32,109.1,0.011,,6.9,True,True,False,32.1,5.0,"AAC,SBC",Micro-USB,IPX2,Dark Green,190,2021,1,3.9,14401,Music/Casual,In-Ear,Closed
2321,Philips,Sparks 2,Wireless,Bluetooth,Dynamic,20,22000,22,103.6,0.0138,,8.2,True,True,False,17,4.2,"aptX,AAC,SBC",Micro-USB,IPX8,Gunmetal,190,2024,1,4.3,3527,Sport/Fitness,In-Ear,Closed
2322,HIFIMAN,Rush 200,Wireless,Bluetooth,Dynamic,15,40000,32,102.8,0.0127,,7.4,True,False,False,46.8,Multipoint 5.3,"aptX,AAC,SBC",Lightning,IP55,Matte Black,120,2023,2,4.3,2735,Hi-Fi/Reference,In-Ear,Closed
2323,Bose,Zen X,Wireless,Bluetooth,Dynamic,8,35000,48,94.7,0.0041,,257,True,True,True,18.2,5.3,"LHDC,AAC,SBC",USB-C,IPX2,Cosmic Black,200,2019,2,4.6,8305,Budget/Everyday,Over-Ear,Closed
2324,Bang & Olufsen,Drift 3,Wireless,Bluetooth,Planar,20,40000,22,100.5,0.0051,,9.1,True,False,False,17.3,5.3,"LDAC,AAC,SBC",USB-C,IP54,Silver,100,2019,2,4.7,703,Music/Casual,In-Ear,Closed
2325,Nothing,Air 2,Wireless,Bluetooth,Planar,18,22000,18,102.4,0.0099,,5.6,True,False,False,26.3,5.0,"aptX HD,aptX,AAC,SBC",USB-C,IP55,White,100,2023,2,4.4,1391,Budget/Everyday,In-Ear,Closed
2326,Beats,Wings 500,Wireless,Bluetooth,Balanced Armature,20,22000,16,109,0.0046,,6.1,True,True,False,22.4,4.2,"aptX HD,aptX,AAC,SBC",USB-C,IPX4,Sand,410,2024,2,4.4,959,Budget/Everyday,In-Ear,Closed
2327,Jabra,Wave 1000,Wireless,Bluetooth,Dynamic,20,40000,32,104.6,0.011,,4.4,True,False,False,44.9,5.0,SBC,USB-C,None,Pearl White,70,2019,1,4.7,3577,Studio/Pro,In-Ear,Closed
2328,OnePlus,Live 300,Wireless,Bluetooth,Planar,5,22000,50,106.4,0.0034,,265,True,True,True,28.5,5.1,"aptX,AAC,SBC",Micro-USB,IP54,Rose Gold,220,2024,1,3.8,1067,Gaming,Over-Ear,Closed
2329,Nothing,Dots,Wireless,Bluetooth,Dynamic,20,22000,32,104.4,0.0147,,5.2,True,False,False,43.1,5.2,"aptX,AAC,SBC",Lightning,IPX8,Rose Gold,150,2023,1,3.9,27877,Music/Audiophile,In-Ear,Closed
2330,Shokz,Sparks 900,Wireless,Bluetooth,Dynamic,10,22000,18,109.5,0.0087,,4.5,True,False,True,12.3,5.3,"aptX,AAC,SBC",USB-C,IPX7,Matte Black,80,2020,2,3.9,165,Music/Casual,In-Ear,Closed
2331,Edifier,Wave 3,Wireless,Bluetooth,Dynamic,20,40000,16,104,0.0145,,8.3,True,True,False,48.3,5.0,"LDAC,AAC,SBC",USB-C,None,Dark Green,280,2021,1,4.4,152,Sport/Fitness,In-Ear,Closed
2332,HyperX,Freedom,Wireless,Bluetooth,Dynamic,18,22000,18,107.8,0.0138,,9.5,True,False,False,20.4,5.3,"aptX,AAC,SBC",USB-C,IPX4,Silver,170,2023,2,4.4,1032,Hi-Fi/Reference,In-Ear,Closed
2333,Etymotic,DCA 400 Limited,Wired,3.5mm,Dynamic,5,30000,400,98.7,0.0029,1.5,304,False,False,False,,,,,None,Champagne,90,2018,1,4,1597,Budget/Everyday,Over-Ear,Closed
2334,JBL,Wave 5,Wireless,Bluetooth,Hybrid,15,20000,32,106.9,0.0048,,11.8,True,True,False,14.5,5.0,SBC,USB-C,IPX4,Navy,170,2024,2,3.8,526,Commuting/Travel,In-Ear,Closed
2335,Rose,EW136,Wired,3.5mm,Balanced Armature,10,20000,64,105.8,0.0091,1.2,11,False,False,False,,,,,IPX4,Champagne,400,2019,1,3.3,11613,Gaming,In-Ear,Closed
2336,Kinera,N144,Wired,3.5mm,Balanced Armature,15,22000,16,92.1,0.003,1.2,5.7,False,False,False,,,,,None,White,460,2021,1,4.1,544,Bass/Casual,In-Ear,Closed
2337,OnePlus,Go 300,Wireless,Bluetooth,Dynamic,20,40000,18,101.4,0.0138,,4.3,True,True,True,27.5,5.3,"LDAC,AAC,SBC",Lightning,IPX4,Brown,220,2019,2,4.5,33690,Music/Casual,In-Ear,Closed
2338,Audeze,T870,Wired,3.5mm,Dynamic,10,30000,16,114.7,0.0019,1.5,23.9,False,False,False,,,,,IPX4,Gunmetal,70,2021,1,4.6,111,Bass/Casual,In-Ear,Closed
2339,Shure,IE284,Wired,3.5mm,Dynamic,8,50000,120,91.9,0.0034,1,17.7,True,False,False,,,,,None,Gunmetal,100,2021,1,4.4,65,Gaming,In-Ear,Closed
2340,Nothing,HD 3,Wireless,Bluetooth,Dynamic,15,20000,40,104.4,0.0121,,173,True,False,False,58.8,5.3,"aptX,AAC,SBC",USB-C,IPX7,White,110,2022,2,4.4,1033,Music/Casual,On-Ear,Closed
2341,Bang & Olufsen,Core Max,Wireless,Bluetooth,Dynamic,10,22000,16,109.5,0.009,,8,True,False,False,23.8,5.2,"LDAC,AAC,SBC",USB-C,IPX7,Cosmic Black,250,2018,2,4.2,878,Budget/Everyday,In-Ear,Closed
2342,Philips,Reference 4,Wireless,Bluetooth,Planar,8,22000,32,97.1,0.0072,,326,True,True,True,25.6,5.0,"aptX HD,aptX,AAC,SBC",Lightning,IPX8,Midnight Blue,390,2022,2,4.6,3170,Music/Casual,Over-Ear,Closed
2343,Skullcandy,Elite 300,Wireless,Bluetooth,Dynamic,20,25000,16,96,0.0081,,273,True,False,True,57.7,5.2,"LHDC,AAC,SBC",Micro-USB,IPX4,Sand,170,2018,1,3.8,8585,Budget/Everyday,Over-Ear,Closed
2344,Pioneer,Rush 900,Wireless,Bluetooth,Dynamic,10,24000,16,102.9,0.0051,,9.4,True,False,False,40,4.2,"aptX HD,aptX,AAC,SBC",USB-C,IP55,Rose Gold,140,2020,1,3.7,508,Music/Casual,In-Ear,Closed
