brand,model,type,connectivity,driver_type,freq_low_hz,freq_high_hz,impedance_ohm,sensitivity_db,thd_percent,weight_g,microphone,noise_cancellation,foldable,battery_hrs,bt_version,codecs,charging_port,water_rating,color,price_usd,release_year,warranty_yrs,avg_rating,review_count,primary_use,form_factor,price_segment,rating_category,battery_category,warranty_category,product_name
Anker Soundcore,Life P3,Wireless,Bluetooth,Planar,10,40000,22,105.9,0.008,6.4,True,True,False,36.3,5.0,"aptX,AAC,SBC",Micro-USB,IPX8,Red,180,2021,1,4.1,7524,Hi-Fi/Reference,In-Ear,Mid-Range,Good,Medium,Standard,Anker Soundcore Life P3
Realme,Buds T100,Wireless,Bluetooth,Balanced Armature,18,40000,16,106.5,0.0098,9.3,True,False,False,28.5,5.2,"aptX,AAC,SBC",Micro-USB,IPX4,Forest Green,80,2019,2,3.7,11766,Gaming,In-Ear,Budget,Average,Medium,Extended,Realme Buds T100
Edifier,NeoBuds Pro,Wireless,Bluetooth,Balanced Armature,18,24000,16,100.8,0.0039,5.0,True,False,True,44.1,5.3,"aptX,AAC,SBC",Micro-USB,Not Rated,Cosmic Black,80,2019,1,3.7,5538,Hi-Fi/Reference,In-Ear,Budget,Average,High,Standard,Edifier NeoBuds Pro
Jabra,Elite 8 Active,Wireless,Bluetooth,Dynamic,20,24000,32,106.1,0.0091,10.4,True,False,True,13.3,5.2,"LDAC,AAC,SBC",Lightning,IP57,Graphite,180,2024,2,4.1,2632,Commuting/Travel,In-Ear,Mid-Range,Good,Low,Extended,Jabra Elite 8 Active
Boult,Z40 Pro,Wireless,Bluetooth,Hybrid,10,20000,18,102.0,0.0039,6.1,True,False,False,25.9,5.0,"AAC,SBC",USB-C,Not Rated,Cream,170,2022,2,4.2,1827,Gaming,In-Ear,Mid-Range,Good,Medium,Extended,Boult Z40 Pro
Redmi,Buds 6,Wireless,Bluetooth,Planar,10,24000,16,100.1,0.0122,5.6,True,True,False,37.3,Multipoint 5.3,"AAC,SBC",USB-C,IPX2,Carbon,190,2020,2,4.6,3987,Budget/Everyday,In-Ear,Mid-Range,Excellent,Medium,Extended,Redmi Buds 6
CMF,Buds Pro 2,Wireless,Bluetooth,Dynamic,10,20000,32,107.9,0.0138,8.9,True,False,False,8.3,5.1,SBC,USB-C,IP57,White,90,2021,2,4.1,8297,Gaming,In-Ear,Budget,Good,Low,Extended,CMF Buds Pro 2
Edifier,NeoBuds Pro,Wireless,Bluetooth,Dynamic,15,24000,16,111.7,0.0127,5.1,True,False,False,19.7,5.2,"LDAC,aptX,AAC,SBC",USB-C,IPX7,Dark Green,180,2021,1,4.2,436,Gaming,In-Ear,Mid-Range,Good,Low,Standard,Edifier NeoBuds Pro
Redmi,Buds 6,Wireless,Bluetooth,Hybrid,20,22000,18,100.4,0.01,9.1,True,True,False,25.9,5.3,"LDAC,AAC,SBC",USB-C,Not Rated,Brown,150,2023,1,4.3,721,Budget/Everyday,In-Ear,Mid-Range,Good,Medium,Standard,Redmi Buds 6
boAt,Airdopes 311 Pro,Wireless,Bluetooth,Dynamic,20,20000,32,100.5,0.0053,8.9,True,True,True,39.0,5.3,"LDAC,AAC,SBC",USB-C,IPX7,Navy,140,2020,1,4.6,3363,Bass/Casual,In-Ear,Mid-Range,Excellent,Medium,Standard,boAt Airdopes 311 Pro
boAt,Airdopes 170,Wireless,Bluetooth,Hybrid,18,22000,32,111.4,0.0089,8.9,True,True,True,35.1,5.2,"aptX Adaptive,aptX HD,AAC,SBC",USB-C,IP55,Sand,220,2020,1,4.3,1101,Music/Audiophile,In-Ear,Mid-Range,Good,Medium,Standard,boAt Airdopes 170
CMF,Buds,Wireless,Bluetooth,Balanced Armature,20,24000,16,104.1,0.0082,5.5,True,False,False,15.0,5.2,"LHDC,AAC,SBC",USB-C,IPX2,Space Gray,130,2020,1,4.7,1784,Commuting/Travel,In-Ear,Mid-Range,Excellent,Low,Standard,CMF Buds
pTron,Bassbuds Tango,Wireless,Bluetooth,Balanced Armature,15,20000,16,101.8,0.0107,8.8,True,False,False,27.8,5.0,"aptX,AAC,SBC",USB-C,IPX7,Pearl White,90,2023,1,3.9,268,Bass/Casual,In-Ear,Budget,Average,Medium,Standard,pTron Bassbuds Tango
Shokz,OpenDots One,Wireless,Bluetooth,Balanced Armature,18,24000,22,100.4,0.0124,11.0,True,False,False,30.8,5.3,SBC,USB-C,Not Rated,Black,170,2024,2,3.8,8155,Bass/Casual,In-Ear,Mid-Range,Average,Medium,Extended,Shokz OpenDots One
Realme,Buds Air 3,Wireless,Bluetooth,Dynamic,20,22000,22,102.2,0.0141,4.3,True,True,True,34.0,5.3,"aptX,AAC,SBC",USB-C,IP55,Rose Gold,160,2022,2,4.9,6042,Budget/Everyday,In-Ear,Mid-Range,Excellent,Medium,Extended,Realme Buds Air 3
JBL,Wave Beam,Wireless,Bluetooth,Dynamic,20,40000,32,109.9,0.0097,4.3,True,False,False,27.9,4.2,"AAC,SBC",USB-C,IPX8,Champagne,170,2021,2,4.5,2604,Music/Casual,In-Ear,Mid-Range,Excellent,Medium,Extended,JBL Wave Beam
Anker Soundcore,Life P3,Wireless,Bluetooth,Planar,20,24000,16,105.2,0.0133,9.5,True,False,False,21.7,5.0,"LDAC,AAC,SBC",Micro-USB,IPX8,Midnight Blue,160,2020,2,4.3,4899,Music/Audiophile,In-Ear,Mid-Range,Good,Medium,Extended,Anker Soundcore Life P3
Shokz,OpenDots One,Wireless,Bluetooth,Hybrid,15,20000,32,111.8,0.0129,4.4,True,False,False,44.8,5.3,"aptX HD,aptX,AAC,SBC",Micro-USB,Not Rated,Champagne,140,2023,2,4.5,1277,Music/Audiophile,In-Ear,Mid-Range,Excellent,High,Extended,Shokz OpenDots One
Redmi,Buds 5 Pro,Wireless,Bluetooth,Balanced Armature,15,22000,18,109.0,0.0131,9.7,True,True,False,20.9,5.3,"AAC,SBC",Lightning,IP57,Navy,180,2021,2,4.4,244,Gaming,In-Ear,Mid-Range,Good,Medium,Extended,Redmi Buds 5 Pro
Oppo,Enco X,Wireless,Bluetooth,Dynamic,15,40000,32,103.2,0.008,9.6,True,True,False,36.1,4.2,"aptX HD,aptX,AAC,SBC",Micro-USB,Not Rated,White,200,2021,2,4.4,592,Sport/Fitness,In-Ear,Mid-Range,Good,Medium,Extended,Oppo Enco X
Shokz,OpenFit Air,Wireless,Bluetooth,Dynamic,20,20000,18,108.4,0.0107,5.3,True,True,False,49.3,5.0,"aptX,AAC,SBC",Lightning,IPX7,Gunmetal,120,2019,1,3.9,1870,Gaming,In-Ear,Mid-Range,Average,High,Standard,Shokz OpenFit Air
Nothing,Ear 2,Wireless,Bluetooth,Balanced Armature,15,22000,22,109.2,0.0053,9.0,True,True,False,35.8,5.0,"LDAC,AAC,SBC",USB-C,IP57,Matte Black,200,2024,2,4.4,560,Commuting/Travel,In-Ear,Mid-Range,Good,Medium,Extended,Nothing Ear 2
Jabra,Elite 7 Pro,Wireless,Bluetooth,Hybrid,18,40000,32,102.6,0.0106,7.6,True,False,False,52.7,5.0,"LDAC,AAC,SBC",USB-C,IPX7,Sand,260,2024,2,4.3,3499,Studio/Pro,In-Ear,Premium,Good,High,Extended,Jabra Elite 7 Pro
CMF,Buds Pro,Wireless,Bluetooth,Hybrid,18,22000,18,105.8,0.0145,4.7,True,True,False,32.0,5.2,SBC,USB-C,IPX2,Silver,200,2018,2,4.2,403,Commuting/Travel,In-Ear,Mid-Range,Good,Medium,Extended,CMF Buds Pro
Apple,AirPods 2,Wireless,Bluetooth,Dynamic,10,24000,18,101.8,0.0063,11.2,True,False,False,34.3,5.0,"AAC,SBC",USB-C,IPX4,Space Gray,90,2018,1,4.8,550,Gaming,In-Ear,Budget,Excellent,Medium,Standard,Apple AirPods 2
Redmi,Buds 5,Wireless,Bluetooth,Balanced Armature,15,22000,32,107.3,0.0063,7.0,True,True,False,37.9,5.3,"AAC,SBC",USB-C,Not Rated,Silver,110,2019,1,3.9,4491,Music/Casual,In-Ear,Mid-Range,Average,Medium,Standard,Redmi Buds 5
Redmi,Buds 5 Pro,Wireless,Bluetooth,Dynamic,10,20000,32,103.6,0.0069,5.0,True,False,False,34.2,5.2,"aptX HD,aptX,AAC,SBC",Lightning,Not Rated,Cosmic Black,150,2021,1,4.6,5270,Commuting/Travel,In-Ear,Mid-Range,Excellent,Medium,Standard,Redmi Buds 5 Pro
Redmi,Buds 6 Play,Wireless,Bluetooth,Balanced Armature,10,24000,32,109.0,0.0064,7.9,True,True,True,12.3,5.0,"LDAC,AAC,SBC",USB-C,IPX4,Forest Green,330,2018,1,4.3,1726,Sport/Fitness,In-Ear,Premium,Good,Low,Standard,Redmi Buds 6 Play
Boult,X Mustang,Wireless,Bluetooth,Dynamic,10,24000,22,104.0,0.0134,11.3,True,True,False,22.2,5.3,"LDAC,aptX,AAC,SBC",USB-C,IPX4,Midnight Blue,210,2022,2,4.4,1539,Budget/Everyday,In-Ear,Mid-Range,Good,Medium,Extended,Boult X Mustang
Anker Soundcore,Life P3,Wireless,Bluetooth,Dynamic,10,40000,16,104.9,0.0072,10.8,True,False,True,24.6,Multipoint 5.3,"AAC,SBC",USB-C,Not Rated,Pearl White,100,2019,2,3.9,787,Work/Office,In-Ear,Mid-Range,Average,Medium,Extended,Anker Soundcore Life P3
JBL,Vibe Beam,Wireless,Bluetooth,Dynamic,20,40000,22,100.7,0.0104,11.3,True,True,False,8.3,5.1,"aptX,AAC,SBC",Lightning,IP55,Graphite,290,2018,2,4.2,3849,Budget/Everyday,In-Ear,Premium,Good,Low,Extended,JBL Vibe Beam
Realme,Buds T300,Wireless,Bluetooth,Dynamic,18,20000,18,100.2,0.0138,4.6,True,True,False,11.9,Multipoint 5.3,"AAC,SBC",Lightning,IPX4,Silver,220,2022,1,4.3,9845,Studio/Pro,In-Ear,Mid-Range,Good,Low,Standard,Realme Buds T300
boAt,Nirvana Zenith,Wireless,Bluetooth,Dynamic,10,20000,16,100.9,0.0037,10.8,True,True,False,37.6,5.3,"AAC,SBC",USB-C,IP57,Sand,120,2018,1,4.7,1381,Music/Audiophile,In-Ear,Mid-Range,Excellent,Medium,Standard,boAt Nirvana Zenith
Huawei,FreeBuds Pro 2,Wireless,Bluetooth,Balanced Armature,15,20000,18,104.0,0.0138,4.6,True,False,False,42.2,5.3,SBC,USB-C,Not Rated,Pearl White,130,2018,2,4.9,1183,Budget/Everyday,In-Ear,Mid-Range,Excellent,High,Extended,Huawei FreeBuds Pro 2
JBL,Live Beam 3,Wireless,Bluetooth,Hybrid,20,24000,16,101.5,0.007,4.9,True,True,False,43.4,5.0,"aptX,AAC,SBC",Lightning,IP55,Cream,260,2018,2,3.9,4051,Music/Audiophile,In-Ear,Premium,Average,High,Extended,JBL Live Beam 3
Beats,Fit Pro,Wireless,Bluetooth,Hybrid,15,40000,16,101.1,0.0144,8.3,True,False,False,15.1,5.3,"AAC,SBC",Micro-USB,IPX8,Gunmetal,160,2018,2,4.7,12878,Hi-Fi/Reference,In-Ear,Mid-Range,Excellent,Low,Extended,Beats Fit Pro
Logitech,G Fits,Wireless,Bluetooth,Balanced Armature,10,20000,16,109.2,0.0033,9.9,True,True,False,22.2,4.2,SBC,Lightning,IP55,Champagne,140,2024,2,4.2,11263,Sport/Fitness,In-Ear,Mid-Range,Good,Medium,Extended,Logitech G Fits
Redmi,Buds 4,Wireless,Bluetooth,Balanced Armature,20,22000,32,109.3,0.0071,11.9,True,False,False,20.7,4.2,"aptX HD,aptX,AAC,SBC",Lightning,IP57,Pearl White,160,2019,2,4.4,1754,Studio/Pro,In-Ear,Mid-Range,Good,Medium,Extended,Redmi Buds 4
Shokz,OpenFit Air,Wireless,Bluetooth,Dynamic,20,20000,32,110.8,0.0072,5.0,True,False,False,38.1,5.0,"aptX HD,aptX,AAC,SBC",USB-C,IP54,Space Gray,150,2018,1,4.5,24919,Sport/Fitness,In-Ear,Mid-Range,Excellent,Medium,Standard,Shokz OpenFit Air
boAt,Airdopes Alpha,Wireless,Bluetooth,Dynamic,18,22000,18,110.5,0.009,9.4,True,False,False,23.6,Multipoint 5.3,"AAC,SBC",USB-C,IP54,Navy,160,2022,1,3.9,277,Hi-Fi/Reference,In-Ear,Mid-Range,Average,Medium,Standard,boAt Airdopes Alpha
Sony,WF-C700N,Wireless,Bluetooth,Dynamic,18,40000,18,105.1,0.0109,11.6,True,True,False,31.5,5.2,"aptX HD,aptX,AAC,SBC",USB-C,Not Rated,Brown,420,2018,1,4.3,6870,Work/Office,In-Ear,Premium,Good,Medium,Standard,Sony WF-C700N
Realme,Buds T100,Wireless,Bluetooth,Hybrid,10,24000,18,108.1,0.0116,7.2,True,True,False,32.5,5.3,SBC,USB-C,IPX4,Silver,280,2024,1,4.6,1062,Gaming,In-Ear,Premium,Excellent,Medium,Standard,Realme Buds T100
JBL,Wave Beam,Wireless,Bluetooth,Balanced Armature,20,24000,16,109.3,0.0084,5.2,True,False,False,17.5,5.2,"AAC,SBC",Micro-USB,IPX2,Navy,120,2022,1,4.7,7154,Studio/Pro,In-Ear,Mid-Range,Excellent,Low,Standard,JBL Wave Beam
Edifier,X5 Pro,Wireless,Bluetooth,Dynamic,10,40000,18,111.2,0.0063,5.3,True,False,False,56.8,4.2,"aptX HD,aptX,AAC,SBC",USB-C,IPX4,Cream,230,2022,1,4.3,418,Work/Office,In-Ear,Mid-Range,Good,High,Standard,Edifier X5 Pro
Sennheiser,CX True Wireless,Wireless,Bluetooth,Dynamic,18,20000,18,102.4,0.0098,7.8,True,True,False,12.0,5.0,"AAC,SBC",Lightning,Not Rated,Matte Black,150,2020,2,4.3,2072,Gaming,In-Ear,Mid-Range,Good,Low,Extended,Sennheiser CX True Wireless
Sony,WF-XB700,Wireless,Bluetooth,Dynamic,15,20000,22,111.7,0.0099,8.0,True,True,False,56.6,5.3,"AAC,SBC",USB-C,IP55,Graphite,140,2018,2,3.9,1552,Work/Office,In-Ear,Mid-Range,Average,High,Extended,Sony WF-XB700
Sennheiser,Momentum True Wireless 3,Wireless,Bluetooth,Balanced Armature,18,24000,32,100.9,0.0083,5.1,True,False,True,35.3,Multipoint 5.3,"AAC,SBC",USB-C,Not Rated,Cream,70,2020,1,4.3,6364,Budget/Everyday,In-Ear,Budget,Good,Medium,Standard,Sennheiser Momentum True Wireless 3
Nothing,Ear 2,Wireless,Bluetooth,Balanced Armature,10,22000,22,104.1,0.0102,10.0,True,False,False,44.9,5.0,"AAC,SBC",USB-C,Not Rated,Cream,120,2021,1,4.3,3291,Bass/Casual,In-Ear,Mid-Range,Good,High,Standard,Nothing Ear 2
Logitech,Zone True Wireless,Wireless,Bluetooth,Hybrid,20,40000,32,104.1,0.0105,7.0,True,True,False,12.6,5.3,"AAC,SBC",USB-C,IPX2,Cream,340,2021,2,4.1,4521,Budget/Everyday,In-Ear,Premium,Good,Low,Extended,Logitech Zone True Wireless
Sony,WF-C700N,Wireless,Bluetooth,Dynamic,15,22000,32,109.1,0.0135,4.3,True,True,False,35.2,4.2,"aptX,AAC,SBC",USB-C,Not Rated,Cream,330,2018,1,4.6,6809,Bass/Casual,In-Ear,Premium,Excellent,Medium,Standard,Sony WF-C700N
Beats,Studio Buds Plus,Wireless,Bluetooth,Dynamic,18,24000,32,104.2,0.004,11.8,True,True,False,8.9,5.2,"aptX,AAC,SBC",USB-C,Not Rated,Carbon,190,2018,1,4.4,7049,Commuting/Travel,In-Ear,Mid-Range,Good,Low,Standard,Beats Studio Buds Plus
Noise,Pure Pods,Wireless,Bluetooth,Planar,10,24000,18,106.5,0.014,11.2,True,False,False,34.6,5.0,SBC,USB-C,IP54,Black,150,2021,1,4.4,564,Music/Casual,In-Ear,Mid-Range,Good,Medium,Standard,Noise Pure Pods
Philips,TAT2206,Wireless,Bluetooth,Balanced Armature,15,22000,22,107.3,0.0112,5.7,True,False,False,18.2,5.0,"aptX,AAC,SBC",USB-C,IPX8,Forest Green,170,2023,1,4.5,654,Studio/Pro,In-Ear,Mid-Range,Excellent,Low,Standard,Philips TAT2206
Beats,Fit Pro,Wireless,Bluetooth,Balanced Armature,18,20000,16,104.7,0.0126,9.8,True,True,False,11.0,4.2,"aptX,AAC,SBC",USB-C,IPX2,Navy,310,2024,2,4.6,8356,Studio/Pro,In-Ear,Premium,Excellent,Low,Extended,Beats Fit Pro
boAt,Nirvana Crystl,Wireless,Bluetooth,Balanced Armature,15,40000,18,111.3,0.0084,9.1,True,True,False,40.9,4.2,"AAC,SBC",USB-C,IPX2,Rose Gold,130,2021,1,4.1,1764,Commuting/Travel,In-Ear,Mid-Range,Good,High,Standard,boAt Nirvana Crystl
Nothing,Ear,Wireless,Bluetooth,Dynamic,18,22000,18,101.5,0.0122,11.0,True,True,False,23.5,Multipoint 5.3,"LDAC,AAC,SBC",USB-C,IPX2,Cream,160,2019,1,4.7,2696,Commuting/Travel,In-Ear,Mid-Range,Excellent,Medium,Standard,Nothing Ear
Sony,WF-XB700,Wireless,Bluetooth,Dynamic,15,20000,18,107.9,0.0123,5.2,True,False,True,30.4,5.3,SBC,Lightning,IPX4,Titanium,80,2019,1,4.1,572,Music/Audiophile,In-Ear,Budget,Good,Medium,Standard,Sony WF-XB700
Huawei,FreeBuds 4i,Wireless,Bluetooth,Balanced Armature,20,20000,32,102.4,0.0087,8.3,True,False,False,33.2,5.2,"LDAC,AAC,SBC",USB-C,IP57,Midnight Blue,130,2021,1,4.2,13772,Music/Casual,In-Ear,Mid-Range,Good,Medium,Standard,Huawei FreeBuds 4i
Philips,TAT4556,Wireless,Bluetooth,Balanced Armature,18,22000,22,110.2,0.0061,10.2,True,True,False,23.1,5.3,"aptX HD,aptX,AAC,SBC",USB-C,Not Rated,Silver,200,2023,1,4.4,2219,Commuting/Travel,In-Ear,Mid-Range,Good,Medium,Standard,Philips TAT4556
Anker Soundcore,Life P2,Wireless,Bluetooth,Hybrid,20,24000,32,107.6,0.0071,4.1,True,False,False,36.0,5.0,"aptX,AAC,SBC",USB-C,IPX2,Titanium,110,2024,1,4.2,4602,Bass/Casual,In-Ear,Mid-Range,Good,Medium,Standard,Anker Soundcore Life P2
Huawei,FreeBuds Pro 2,Wireless,Bluetooth,Dynamic,10,20000,18,100.5,0.0055,10.6,True,False,True,40.6,Multipoint 5.3,"aptX,AAC,SBC",USB-C,IPX7,Graphite,80,2022,2,3.8,1992,Sport/Fitness,In-Ear,Budget,Average,High,Extended,Huawei FreeBuds Pro 2
OnePlus,Nord Buds 2R,Wireless,Bluetooth,Hybrid,15,22000,22,104.1,0.0077,7.7,True,True,False,21.8,5.3,SBC,USB-C,IPX4,Cream,250,2019,2,4.2,372,Work/Office,In-Ear,Premium,Good,Medium,Extended,OnePlus Nord Buds 2R
Apple,AirPods 4,Wireless,Bluetooth,Hybrid,20,40000,16,101.2,0.0093,11.8,True,True,True,47.4,5.0,"aptX HD,aptX,AAC,SBC",Lightning,IPX4,Champagne,310,2019,1,3.9,5025,Gaming,In-Ear,Premium,Average,High,Standard,Apple AirPods 4
Oppo,Enco X2,Wireless,Bluetooth,Dynamic,10,24000,16,100.8,0.0142,11.4,True,True,False,13.3,Multipoint 5.3,"LDAC,AAC,SBC",USB-C,IPX7,Matte Black,320,2024,1,4.5,1855,Work/Office,In-Ear,Premium,Excellent,Low,Standard,Oppo Enco X2
Apple,AirPods Pro,Wireless,Bluetooth,Hybrid,20,40000,18,105.7,0.0077,11.2,True,True,False,28.2,5.0,SBC,USB-C,Not Rated,Navy,290,2018,1,4.0,1433,Music/Audiophile,In-Ear,Premium,Good,Medium,Standard,Apple AirPods Pro
Skullcandy,Rail,Wireless,Bluetooth,Hybrid,18,24000,16,106.8,0.0122,5.6,True,True,True,45.2,Multipoint 5.3,"aptX HD,aptX,AAC,SBC",Micro-USB,IPX4,Carbon,310,2024,1,3.8,670,Music/Audiophile,In-Ear,Premium,Average,High,Standard,Skullcandy Rail
boAt,Airdopes 170,Wireless,Bluetooth,Planar,20,20000,16,105.2,0.0049,6.3,True,True,False,24.3,5.3,"LDAC,AAC,SBC",USB-C,Not Rated,Cosmic Black,220,2020,1,4.8,336,Work/Office,In-Ear,Mid-Range,Excellent,Medium,Standard,boAt Airdopes 170
Huawei,FreeBuds Pro 2,Wireless,Bluetooth,Balanced Armature,15,22000,18,104.5,0.004,4.3,True,True,True,22.0,5.2,SBC,USB-C,IP55,Brown,120,2022,1,4.2,9050,Gaming,In-Ear,Mid-Range,Good,Medium,Standard,Huawei FreeBuds Pro 2
Philips,TAT1108,Wireless,Bluetooth,Dynamic,18,24000,16,105.2,0.0066,10.9,True,True,False,44.6,5.0,"LDAC,AAC,SBC",Micro-USB,Not Rated,Forest Green,240,2022,1,4.4,1818,Music/Casual,In-Ear,Mid-Range,Good,High,Standard,Philips TAT1108
Apple,AirPods 4,Wireless,Bluetooth,Balanced Armature,10,40000,16,106.6,0.0048,4.3,True,True,True,9.7,5.1,"LDAC,AAC,SBC",Lightning,IPX7,Black,260,2019,1,4.3,5356,Music/Casual,In-Ear,Premium,Good,Low,Standard,Apple AirPods 4
Anker Soundcore,Liberty 4,Wireless,Bluetooth,Planar,20,20000,22,109.5,0.0105,9.0,True,True,False,25.1,4.2,"aptX HD,aptX,AAC,SBC",USB-C,IPX4,Sand,410,2022,2,4.5,21967,Gaming,In-Ear,Premium,Excellent,Medium,Extended,Anker Soundcore Liberty 4
pTron,Bassbuds Tango,Wireless,Bluetooth,Balanced Armature,18,40000,32,110.3,0.008,5.4,True,True,False,37.5,4.2,"aptX HD,aptX,AAC,SBC",USB-C,Not Rated,Silver,290,2019,2,4.2,40545,Studio/Pro,In-Ear,Premium,Good,Medium,Extended,pTron Bassbuds Tango
Realme,Buds Air 5,Wireless,Bluetooth,Balanced Armature,20,24000,22,100.9,0.0131,9.3,True,False,False,18.7,5.0,"aptX,AAC,SBC",USB-C,IPX4,Sand,90,2022,2,4.8,4748,Sport/Fitness,In-Ear,Budget,Excellent,Low,Extended,Realme Buds Air 5
Apple,AirPods 4,Wireless,Bluetooth,Hybrid,15,40000,22,101.2,0.0121,6.0,True,True,False,14.3,5.0,"LDAC,AAC,SBC",USB-C,IPX2,Cosmic Black,270,2019,2,4.1,621,Sport/Fitness,In-Ear,Premium,Good,Low,Extended,Apple AirPods 4
Redmi,Buds 6 Play,Wireless,Bluetooth,Dynamic,20,20000,22,100.2,0.0115,8.0,True,False,False,12.5,5.3,"aptX HD,aptX,AAC,SBC",USB-C,Not Rated,Midnight Blue,160,2023,2,4.3,1346,Commuting/Travel,In-Ear,Mid-Range,Good,Low,Extended,Redmi Buds 6 Play
Nothing,Ear 1,Wireless,Bluetooth,Dynamic,10,22000,32,102.2,0.014,10.8,True,True,False,33.9,4.2,SBC,USB-C,Not Rated,Red,150,2020,2,4.0,541,Bass/Casual,In-Ear,Mid-Range,Good,Medium,Extended,Nothing Ear 1
Philips,TAT4556,Wireless,Bluetooth,Balanced Armature,18,24000,16,106.3,0.0133,9.9,True,False,False,15.7,5.2,SBC,Micro-USB,IPX4,Champagne,120,2021,1,4.8,8308,Music/Audiophile,In-Ear,Mid-Range,Excellent,Low,Standard,Philips TAT4556
Huawei,FreeBuds 5i,Wireless,Bluetooth,Dynamic,10,24000,32,109.0,0.0048,11.1,True,False,True,29.2,5.3,"aptX HD,aptX,AAC,SBC",USB-C,IPX2,Titanium,150,2019,1,4.0,5502,Work/Office,In-Ear,Mid-Range,Good,Medium,Standard,Huawei FreeBuds 5i
CMF,Buds,Wireless,Bluetooth,Balanced Armature,15,40000,16,102.9,0.0071,7.1,True,False,True,49.5,5.0,"AAC,SBC",Lightning,IPX2,Sand,130,2022,2,4.3,450,Sport/Fitness,In-Ear,Mid-Range,Good,High,Extended,CMF Buds
Sony,WF-1000XM4,Wireless,Bluetooth,Dynamic,18,20000,16,105.5,0.0123,5.2,True,True,True,26.1,5.0,"aptX HD,aptX,AAC,SBC",USB-C,IPX7,Cosmic Black,230,2018,1,3.9,1221,Music/Casual,In-Ear,Mid-Range,Average,Medium,Standard,Sony WF-1000XM4
Redmi,Buds 6,Wireless,Bluetooth,Dynamic,18,24000,16,102.8,0.0037,9.6,True,False,False,50.1,5.3,"LDAC,AAC,SBC",USB-C,Not Rated,Cream,250,2023,2,4.4,9422,Bass/Casual,In-Ear,Premium,Good,High,Extended,Redmi Buds 6
Noise,Buds VS104,Wireless,Bluetooth,Dynamic,15,24000,22,109.7,0.0052,5.0,True,False,False,28.4,5.3,"LDAC,aptX,AAC,SBC",Lightning,IPX2,Titanium,110,2019,1,4.1,4537,Bass/Casual,In-Ear,Mid-Range,Good,Medium,Standard,Noise Buds VS104
Xiaomi,Redmi Buds Essential,Wireless,Bluetooth,Dynamic,10,22000,32,109.0,0.0109,5.0,True,False,True,8.6,5.0,"aptX HD,aptX,AAC,SBC",USB-C,Not Rated,Forest Green,110,2018,2,4.4,97,Music/Audiophile,In-Ear,Mid-Range,Good,Low,Extended,Xiaomi Redmi Buds Essential
Oppo,Enco X2,Wireless,Bluetooth,Hybrid,15,22000,18,109.3,0.0055,9.6,True,True,False,42.3,5.3,"LDAC,aptX,AAC,SBC",USB-C,IPX4,Matte Black,330,2024,2,4.3,1052,Music/Audiophile,In-Ear,Premium,Good,High,Extended,Oppo Enco X2
Beats,Studio Buds Plus,Wireless,Bluetooth,Dynamic,18,22000,18,106.9,0.0148,5.6,True,False,False,25.4,5.0,"aptX HD,aptX,AAC,SBC",USB-C,IP55,Graphite,170,2021,1,4.1,978,Music/Audiophile,In-Ear,Mid-Range,Good,Medium,Standard,Beats Studio Buds Plus
pTron,Bassbuds Duo,Wireless,Bluetooth,Dynamic,15,40000,32,107.0,0.0084,10.5,True,True,False,53.0,5.0,SBC,USB-C,IPX7,Titanium,320,2019,1,4.2,526,Budget/Everyday,In-Ear,Premium,Good,High,Standard,pTron Bassbuds Duo
Huawei,FreeBuds Pro 2,Wireless,Bluetooth,Dynamic,18,20000,22,105.5,0.0094,12.0,True,True,False,35.1,4.2,"aptX,AAC,SBC",Micro-USB,IP55,Matte Black,180,2018,1,4.3,535,Budget/Everyday,In-Ear,Mid-Range,Good,Medium,Standard,Huawei FreeBuds Pro 2
Nothing,Ear 1,Wireless,Bluetooth,Dynamic,10,40000,32,108.6,0.0087,9.8,True,False,False,18.3,4.2,"AAC,SBC",USB-C,IP57,Graphite,160,2024,1,4.4,5202,Sport/Fitness,In-Ear,Mid-Range,Good,Low,Standard,Nothing Ear 1
Anker Soundcore,Liberty 4 NC,Wireless,Bluetooth,Dynamic,20,22000,32,101.9,0.0085,5.5,True,False,True,25.3,5.0,"aptX HD,aptX,AAC,SBC",USB-C,IPX7,Silver,230,2019,2,4.4,1513,Sport/Fitness,In-Ear,Mid-Range,Good,Medium,Extended,Anker Soundcore Liberty 4 NC
Nothing,Ear 1,Wireless,Bluetooth,Dynamic,18,24000,16,101.8,0.0122,4.4,True,False,False,35.8,5.2,SBC,Lightning,Not Rated,Carbon,130,2018,1,4.0,6566,Gaming,In-Ear,Mid-Range,Good,Medium,Standard,Nothing Ear 1
Samsung,Galaxy Buds3 Pro,Wireless,Bluetooth,Planar,15,40000,32,103.0,0.0084,6.8,True,False,False,44.8,5.2,"aptX HD,aptX,AAC,SBC",Lightning,Not Rated,White,260,2020,2,4.5,641,Budget/Everyday,In-Ear,Premium,Excellent,High,Extended,Samsung Galaxy Buds3 Pro
Jabra,Elite 5,Wireless,Bluetooth,Planar,20,24000,22,107.6,0.0036,8.7,True,True,False,28.4,5.0,"LDAC,AAC,SBC",Lightning,IPX4,Graphite,240,2020,1,3.9,902,Bass/Casual,In-Ear,Mid-Range,Average,Medium,Standard,Jabra Elite 5
